A1C1,A1C0,A0C1,A0C0,A1,C1,Total,MI,C0GvA1,C1GvA1,C1GvA0,dltP,dltPp,Image_practice,Image,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,betweenTrial.started,betweenTrial.stopped,ISI.started,ISI.stopped,image_card.started,image_card.stopped,textbox.text,textbox.started,textbox.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_endPractice.started,image_endPractice.stopped,polygon_2.started,polygon_2.stopped,ISI_2.started,ISI_2.stopped,Cards.started,Cards.stopped,TextNote.started,TextNote.stopped,Estimation.text,Estimation.started,Estimation.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text.started,text.stopped,participant,gender,session,date,expName,psychopyVersion,frameRate,
9,0,36,9,9,45,54,1.0,0.0,1.0,0.8,0.2,1.0,,stimuli/P_09_00_36_09.png,,,,,0,236,236,77,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.9288552637372,None,1390.9288552637372,None,1391.4089956201205,None,1391.4089956201205,None,20,1391.4089956201205,None,return,6.831793634242786,1391.4089956201205,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,0,18,54,18,72,0.5,0.67,0.33,0.0,0.33,0.33,,stimuli/P_18_36_00_18.png,,,,,0,237,237,178,,,,,,,,,,,,,,,,,,,,,,,,,,,1398.263763851748,None,1398.263763851748,None,1398.7414232815718,None,1398.7414232815718,None,25,1398.7414232815718,None,return,6.136015191623301,1398.7414232815718,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,36,9,54,72,99,0.82,0.33,0.67,0.8,-0.13,-0.67,,stimuli/P_36_18_36_09.png,,,,,0,238,238,237,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.9181288545806,None,1404.9181288545806,None,1405.3967480007777,None,1405.3967480007777,None,27,1405.3967480007777,None,return,7.510091244170326,1405.3967480007777,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,9,36,54,27,99,0.64,0.67,0.33,0.2,0.13,0.17,,stimuli/P_18_36_09_36.png,,,,,0,239,239,183,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.927910907376,None,1412.927910907376,None,1413.4093033892714,None,1413.4093033892714,None,24,1413.4093033892714,None,return,5.132946033445478,1413.4093033892714,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,18,0,27,27,45,0.6,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_09_18_18_00.png,,,,,0,240,240,104,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.5785678892644,None,1418.5785678892644,None,1419.0588612768915,None,1419.0588612768915,None,30,1419.0588612768915,None,return,3.42199132899259,1419.0588612768915,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,18,0,36,18,54,0.33,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_36_18_00.png,,,,,0,241,241,56,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.5208182222123,None,1422.5208182222123,None,1423.0063971610143,None,1423.0063971610143,None,0,1423.0063971610143,None,return,3.433552867747494,1423.0063971610143,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,18,0,54,54,72,0.75,0.33,0.67,1.0,-0.33,#NAME?,,stimuli/P_36_18_18_00.png,,,,,0,242,242,232,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.4762417575039,None,1426.4762417575039,None,1426.952223532564,None,1426.952223532564,None,4,1426.952223532564,None,return,1.9635250888750306,1426.952223532564,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,18,0,18,27,36,0.75,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_09_09_18_00.png,,,,,0,243,243,88,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.9536286893199,None,1428.9536286893199,None,1429.4221085202007,None,1429.4221085202007,None,30,1429.4221085202007,None,return,7.301801501984301,1429.4221085202007,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,9,0,27,27,36,0.75,0.33,0.67,1.0,-0.33,#NAME?,,stimuli/P_18_09_09_00.png,,,,,0,244,244,148,,,,,,,,,,,,,,,,,,,,,,,,,,,1436.761104009478,None,1436.761104009478,None,1437.2422399222633,None,1437.2422399222633,None,50,1437.2422399222633,None,return,6.17116117716796,1437.2422399222633,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,18,36,9,18,63,0.86,1.0,0.0,0.33,-0.33,-0.5,,stimuli/P_00_09_18_36.png,,,,,0,245,245,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.4496814503946,None,1443.4496814503946,None,1443.9358719452794,None,1443.9358719452794,None,0,1443.9358719452794,None,return,2.0195083544313093,1443.9358719452794,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,36,18,18,72,54,108,0.67,0.5,0.5,0.5,0.0,0.0,,stimuli/P_36_36_18_18.png,,,,,0,246,246,250,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.991689095128,None,1445.991689095128,None,1446.4749469652888,None,1446.4749469652888,None,35,1446.4749469652888,None,None,,1446.4749469652888,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,18,18,54,36,90,0.6,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_18_36_18_18.png,,,,,0,247,247,186,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.4965146992472,None,1454.4965146992472,None,1454.9910911923944,None,1454.9910911923944,None,20,1454.9910911923944,None,return,3.182710769244295,1454.9910911923944,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,9,36,18,27,63,1.0,0.0,1.0,0.2,0.8,1.0,,stimuli/P_18_00_09_36.png,,,,,0,248,248,135,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.208914382718,None,1458.208914382718,None,1458.697904382214,None,1458.697904382214,None,35,1458.697904382214,None,return,2.7467657216839143,1458.697904382214,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,36,0,36,45,9,81,0.56,0.8,0.2,0.0,0.2,0.2,,stimuli/P_09_36_00_36.png,,,,,0,249,249,115,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.4821758425678,None,1461.4821758425678,None,1461.9567535986498,None,1461.9567535986498,None,20,1461.9567535986498,None,return,2.1963447719972464,1461.9567535986498,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,9,0,45,45,54,0.83,0.2,0.8,1.0,-0.2,#NAME?,,stimuli/P_36_09_09_00.png,,,,,0,250,250,212,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.1895050150415,None,1464.1895050150415,None,1464.6698285538077,None,1464.6698285538077,None,60,1464.6698285538077,None,return,7.778541037689138,1464.6698285538077,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,9,36,36,45,81,1.0,0.0,1.0,0.2,0.8,1.0,,stimuli/P_36_00_09_36.png,,,,,0,251,251,199,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.4715472823882,None,1472.4715472823882,None,1472.9496311036855,None,1472.9496311036855,None,46,1472.9496311036855,None,return,3.926506319505279,1472.9496311036855,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,36,0,9,45,9,54,0.33,0.8,0.2,0.0,0.2,0.2,,stimuli/P_09_36_00_09.png,,,,,0,252,252,113,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.916743040063,None,1476.916743040063,None,1477.3915483519013,None,1477.3915483519013,None,20,1477.3915483519013,None,return,4.694410263669852,1477.3915483519013,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,9,18,18,18,45,0.8,0.5,0.5,0.33,0.17,0.25,,stimuli/P_09_09_09_18.png,,,,,0,253,253,86,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.121428868064,None,1482.121428868064,None,1482.5965385357122,None,1482.5965385357122,None,20,1482.5965385357122,None,return,3.9714263934001792,1482.5965385357122,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,18,36,18,36,72,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_18_00_18_36.png,,,,,0,254,254,139,,,,,,,,,,,,,,,,,,,,,,,,,,,1486.5886104933888,None,1486.5886104933888,None,1487.0752196908506,None,1487.0752196908506,None,20,1487.0752196908506,None,return,2.566264518769458,1487.0752196908506,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,0,18,36,36,54,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_36_00_00_18.png,,,,,0,255,255,194,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.6700447317708,None,1489.6700447317708,None,1490.1815126882211,None,1490.1815126882211,None,60,1490.1815126882211,None,return,3.140292101939849,1490.1815126882211,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.3614740151243,None,,,,,,,,
